YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2011,206282278,NAPA VALLEY CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Napa,Investor Owned,25284,2098,15246,16062,61876,0,0,0
2015,206284010,"MEADOWS OF NAPA VALLEY, THE",04/01/2014 12:00:00 AM,03/31/2015 12:00:00 AM,Napa,Not-for-Profit,20184,3483,17928,9353,113256,0,0,15176
2014,206284010,"MEADOWS OF NAPA VALLEY, THE",04/01/2013 12:00:00 AM,03/31/2014 12:00:00 AM,Napa,Not-for-Profit,20983,3040,25832,4889,101735,0,0,5514
2013,206284010,"MEADOWS OF NAPA VALLEY, THE",04/01/2012 12:00:00 AM,03/31/2013 12:00:00 AM,Napa,Not-for-Profit,20129,1816,27508,4009,97404,0,0,3994
2012,206284010,"MEADOWS OF NAPA VALLEY, THE",04/01/2011 12:00:00 AM,03/31/2012 12:00:00 AM,Napa,Not-for-Profit,18260,1032,26777,4887,104262,0,0,7664
2011,206284010,"MEADOWS OF NAPA VALLEY, THE",04/01/2010 12:00:00 AM,03/31/2011 12:00:00 AM,Napa,Not-for-Profit,20200,3404,12387,12859,53274,0,0,5905
2015,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Nevada,Investor Owned,49353,2080,15008,58389,151598,0,0,6146
2014,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Nevada,Investor Owned,51016,2080,14241,57011,155413,0,0,5934
2013,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Nevada,Investor Owned,51728,2048,13757,54239,147278,0,0,5664
2012,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Nevada,Investor Owned,50032,2080,13154,52185,138228,0,0,5671
2011,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Nevada,Investor Owned,48704,1931,13919,51735,134604,0,0,6448
2015,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Nevada,Investor Owned,25771,2034,4889,27068,76392,0,0,0
2014,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Nevada,Investor Owned,28167,2072,3135,29106,68102,0,0,72
2013,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Nevada,Investor Owned,27967,2033,2885,29238,74741,0,0,0
2012,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Nevada,Investor Owned,27441,2062,3907,27899,76261,0,0,0
2011,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Nevada,Investor Owned,26922,2066,4672,27610,77609,0,0,0
2015,206292214,WOLF CREEK CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Nevada,Investor Owned,19422,2056,17673,8035,45061,0,0,0
2014,206292214,WOLF CREEK CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Nevada,Investor Owned,19104,2348,15688,8349,44260,0,0,0
2013,206292214,WOLF CREEK CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Nevada,Investor Owned,18930,2908,14838,8625,49168,0,0,0
2012,206292214,WOLF CREEK CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Nevada,Investor Owned,18204,1995,14953,6787,47052,0,0,0
2011,206292214,WOLF CREEK CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Nevada,Investor Owned,8837,1064,5970,4519,21908,0,0,0
2015,206294002,CRYSTAL RIDGE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Nevada,Investor Owned,32393,2921,7561,33347,79043,0,0,0
2014,206294002,CRYSTAL RIDGE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Nevada,Investor Owned,31946,2080,11842,29756,77787,0,0,0
2013,206294002,CRYSTAL RIDGE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Nevada,Investor Owned,32979,2045,12871,29454,76688,0,0,0
2012,206294002,CRYSTAL RIDGE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Nevada,Investor Owned,32780,1591,12482,28793,76808,0,0,0
2011,206294002,CRYSTAL RIDGE CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Nevada,Investor Owned,16769,804,4636,15694,39845,0,0,0
2015,206300039,FRENCH PARK CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,67733,3505,53885,62287,152166,0,0,22334
2014,206300039,FRENCH PARK CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,67600,3730,53224,61086,159653,0,19379,7713
2013,206300039,FRENCH PARK CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,66920,3802,44608,69638,150550,0,19968,7590
2012,206300039,FRENCH PARK CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,64128,3614,37859,72126,137695,0,19369,7501
2011,206300039,FRENCH PARK CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,62683,3660,44085,66418,136045,0,0,27200
2015,206300210,REGENTS POINT - WINDCREST,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Not-for-Profit,17877,3847,4570,19958,44855,0,0,6658
2014,206300210,REGENTS POINT - WINDCREST,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Not-for-Profit,17569,2560,5898,20777,53919,0,0,6338
2013,206300210,REGENTS POINT - WINDCREST,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Not-for-Profit,17249,6667,17733,41818,100913,5778,0,11146
2012,206300210,REGENTS POINT - WINDCREST,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Not-for-Profit,18150,4773,16926,45663,113984,0,0,16929
2011,206300210,REGENTS POINT - WINDCREST,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Not-for-Profit,17859,5646,11406,46524,119405,0,0,15852
2015,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,33429,3639,3735,38292,86400,0,0,4708
2014,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32050,4227,4268,38322,88637,0,0,3827
2013,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,32471,4457,4583,38377,89358,0,0,5793
2012,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,33158,4730,4521,37992,87208,0,0,5588
2011,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32173,4495,4941,33832,87452,0,0,5574
2015,206301089,ALAMITOS WEST HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,45171,1838,14444,50793,107702,0,0,8543
2014,206301089,ALAMITOS WEST HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,46254,1976,18178,48899,111402,0,0,8362
2013,206301089,ALAMITOS WEST HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,46552,2290,16811,44722,110888,0,0,8172
2012,206301089,ALAMITOS WEST HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,48079,3528,17518,43928,116057,0,0,8643
2011,206301089,ALAMITOS WEST HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,47674,3509,25495,48677,116837,0,0,2574
2015,206301094,ANAHEIM HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,74301,1921,30377,70444,173037,0,0,7782
2014,206301094,ANAHEIM HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,72255,2033,31198,68193,172338,0,0,7705
2013,206301094,ANAHEIM HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,70776,2041,32718,67339,170772,0,0,7778
2012,206301094,ANAHEIM HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,70137,1805,32353,64646,164795,0,0,7815
2011,206301094,ANAHEIM HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,72503,1946,34000,55606,171478,0,0,7912
2015,206301107,THE PAVILION AT SUNNY HILLS,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Orange,Investor Owned,43190,3635,14233,45795,107600,0,0,7956
2014,206301107,THE PAVILION AT SUNNY HILLS,12/20/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Orange,Investor Owned,15028,1128,7235,18252,43164,0,0,2205
2013,206301107,THE PAVILION AT SUNNY HILLS,01/01/2013 12:00:00 AM,12/19/2013 12:00:00 AM,Orange,Investor Owned,39302,1850,25950,38700,95502,0,0,0
2012,206301107,THE PAVILION AT SUNNY HILLS,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,38772,2078,28346,34088,100684,0,0,0
2011,206301107,THE PAVILION AT SUNNY HILLS,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,39519,3465,21539,38267,94498,0,0,0
2015,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,58870,4262,17282,67222,135143,0,0,6232
2014,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,62478,3427,23455,63352,142322,16,0,4933
2013,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,58586,2519,20738,62248,135246,0,0,2837
2012,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,61549,1808,28046,75112,144769,0,0,2475
2011,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,67820,1748,29767,77729,153515,0,0,0
2015,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,58488,4491,27609,74649,144038,0,0,7093
2014,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,65151,2639,30210,54684,147035,0,0,6001
2013,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,66031,2661,42045,45933,150612,0,0,3156
2012,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,65239,2036,48159,36510,155339,0,0,4657
2011,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,62979,1648,49906,29025,143594,0,0,0
2015,206301118,CAPISTRANO BEACH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,27988,1733,13354,28723,59958,0,0,2018
2014,206301118,CAPISTRANO BEACH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,29057,1944,14552,24998,62021,0,0,1762
2013,206301118,CAPISTRANO BEACH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,26725,2048,16565,16634,57153,0,0,1906
2012,206301118,CAPISTRANO BEACH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,27595,5404,13152,20630,57459,0,0,0
2011,206301118,CAPISTRANO BEACH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,29107,1905,10528,26916,62918,0,0,0
2015,206301119,VICTORIA HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,25491,2093,7237,23521,64225,0,0,0
2014,206301119,VICTORIA HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,25882,1768,9556,22059,62127,0,0,0
2013,206301119,VICTORIA HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,23524,2035,9466,19191,53384,0,0,0
2012,206301119,VICTORIA HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,23914,2259,9901,18279,53917,0,0,0
2011,206301119,VICTORIA HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,24520,1936,10964,17563,54735,0,0,0
2015,206301120,ANAHEIM CREST NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,25889,2406,6004,22936,59527,0,0,2852
2014,206301120,ANAHEIM CREST NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,26538,1824,7692,21138,60889,0,0,2458
2013,206301120,ANAHEIM CREST NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,26254,1896,5811,20601,60750,0,0,2358
2012,206301120,ANAHEIM CREST NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,26973,4052,6712,17966,63042,0,0,0
2011,206301120,ANAHEIM CREST NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,27475,1936,5398,22585,70483,0,0,0
2015,206301130,BUENA VISTA CARE CENTER - ANAHEIM,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,29103,3387,6574,24361,68438,0,0,2005
2014,206301130,BUENA VISTA CARE CENTER - ANAHEIM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,30306,2167,9101,23066,73386,0,0,2158
2013,206301130,BUENA VISTA CARE CENTER - ANAHEIM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,30053,3285,7122,22739,72522,0,0,2145
2012,206301130,BUENA VISTA CARE CENTER - ANAHEIM,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,30947,3753,7534,23319,72548,0,0,0
2011,206301130,BUENA VISTA CARE CENTER - ANAHEIM,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,33080,1952,7589,25837,78689,0,0,0
2015,206301134,CAREHOUSE HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,56183,4001,20479,52863,119134,0,0,8096
2014,206301134,CAREHOUSE HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,56700,3711,18959,49094,121224,0,0,6627
2013,206301134,CAREHOUSE HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,53517,3285,16127,50081,115662,0,0,5995
2012,206301134,CAREHOUSE HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,54714,3772,22112,47054,120260,0,0,6889
2011,206301134,CAREHOUSE HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,55008,2951,20713,47358,123256,0,0,7159
2015,206301135,PARK ANAHEIM HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,39205,2859,24109,64748,85333,25941,0,3322
2014,206301135,PARK ANAHEIM HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,39715,3563,23688,62641,85372,25517,0,2136
2013,206301135,PARK ANAHEIM HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,38927,2778,23601,61488,82398,25558,0,3576
2012,206301135,PARK ANAHEIM HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,38081,3924,22324,59669,82734,25205,0,5579
2011,206301135,PARK ANAHEIM HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,38755,3882,22792,59850,85373,24259,0,5442
2015,206301138,HARBOR VILLA CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,29590,1932,9481,23642,65220,0,0,2144
2014,206301138,HARBOR VILLA CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,30903,1952,7032,25965,70980,0,0,2833
2013,206301138,HARBOR VILLA CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,31367,1779,6890,25419,71250,0,0,1808
2012,206301138,HARBOR VILLA CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,31429,4566,6749,25484,73797,0,0,0
2011,206301138,HARBOR VILLA CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32069,2016,6989,27735,76447,0,0,0
2015,206301141,CHAPMAN CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34348,1690,20624,53421,86617,19476,0,1579
2014,206301141,CHAPMAN CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,34678,1914,15331,54425,104775,15353,0,4018
2013,206301141,CHAPMAN CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,33688,1930,15811,53469,96886,15237,0,1995
2012,206301141,CHAPMAN CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,33944,1841,15392,52386,97876,0,0,2018
2011,206301141,CHAPMAN CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,34707,2464,16180,53184,97753,0,0,2001
2015,206301170,ST. EDNA SUBACUTE & REHAB CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,46989,2026,21503,39055,103717,0,0,0
2014,206301170,ST. EDNA SUBACUTE & REHAB CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,47414,2016,23219,37301,104843,0,0,0
2013,206301170,ST. EDNA SUBACUTE & REHAB CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,46317,2015,21786,38603,101649,0,0,0
2012,206301170,ST. EDNA SUBACUTE & REHAB CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,46703,1992,22729,38036,102901,0,0,145
2011,206301170,ST. EDNA SUBACUTE & REHAB CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,47232,1968,23262,37544,106147,0,0,179
2015,206301171,BUENA PARK NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,49320,2111,24268,80545,122799,17780,0,4359
2014,206301171,BUENA PARK NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,49334,2215,27669,80260,122304,20281,0,5193
2013,206301171,BUENA PARK NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,47779,2202,26274,78320,115840,21985,0,2834
2012,206301171,BUENA PARK NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,46088,2691,23108,69550,119948,0,0,3801
2011,206301171,BUENA PARK NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,48744,2741,22661,80582,114446,0,0,4042
2015,206301174,FOUNTAIN CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,51230,3808,21762,41227,110451,0,0,8988
2014,206301174,FOUNTAIN CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,51525,4004,26054,34195,113124,0,0,7051
2013,206301174,FOUNTAIN CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,50386,4082,27350,33731,110276,0,0,6082
2012,206301174,FOUNTAIN CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,50063,5436,17622,42538,111052,0,0,6443
2011,206301174,FOUNTAIN CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,48448,3507,15456,42512,105277,0,0,5933
2015,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,44481,2939,11099,40036,99785,441,2134,5661
2014,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,01/01/2014 12:00:00 AM,07/31/2014 12:00:00 AM,Orange,Investor Owned,27470,2137,6073,27520,60804,0,0,5054
2013,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,46855,3918,13363,46740,104305,0,0,0
2012,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,48745,4538,13946,44846,116893,0,0,0
2011,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,53092,4415,15894,46231,126987,0,0,0
2015,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34234,2092,10437,28208,75934,0,0,1473
2014,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,34134,1971,10458,27434,75330,0,0,1961
2013,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,33050,2049,12653,27848,76218,0,2159,915
2012,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,33524,2412,9431,30054,82904,0,0,2192
2011,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,34854,1823,8548,26313,82272,0,0,1977
2015,206301184,BEACHSIDE NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,17637,1268,15607,25686,49072,0,0,0
2014,206301184,BEACHSIDE NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,17143,1905,14307,22765,44387,0,0,0
2013,206301184,BEACHSIDE NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,17874,1868,12955,19965,48270,0,0,0
2012,206301184,BEACHSIDE NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,18372,2195,15076,22322,51110,0,0,0
2011,206301184,BEACHSIDE NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,18148,2056,14153,22244,51058,176,0,0
2015,206301185,ST. ELIZABETH HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,18399,1898,6075,19991,41419,0,0,4419
2014,206301185,ST. ELIZABETH HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,18974,2003,8661,17792,43394,0,0,2205
2013,206301185,ST. ELIZABETH HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,18907,2023,7347,17877,42763,0,0,2575
2012,206301185,ST. ELIZABETH HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,19060,1749,5095,18302,45177,0,0,2808
2011,206301185,ST. ELIZABETH HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,18625,1949,6247,16917,42494,0,0,2679
2015,206301187,NEWPORT NURSING AND REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,17666,4042,12221,22316,50993,0,0,2301
2014,206301187,NEWPORT NURSING AND REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,17439,4129,12042,21680,51219,0,0,2867
2013,206301187,NEWPORT NURSING AND REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,16170,4064,9275,18985,45070,0,0,2009
2012,206301187,NEWPORT NURSING AND REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,16222,5767,8114,17981,42473,0,0,1907
2011,206301187,NEWPORT NURSING AND REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,15729,5964,8500,17667,39365,0,0,1833
2015,206301189,GORDON LANE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,33558,1969,14091,23456,77551,0,0,6220
2014,206301189,GORDON LANE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32238,2033,16608,20206,75188,0,0,5470
